,Unnamed: 0,city,state,artist,song,uris,popularity,date,error,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
18,18,Washington,District of Columbia,Fred Astaire,I Can't Tell a Lie,spotify:track:6FjnEJYawydkfLN7CtHWbF,11,1942-01-01,,0.615,0.196,1.0,-14.188,1.0,0.137,0.885,0.326,0.679,0.68,79.401,audio_features,6FjnEJYawydkfLN7CtHWbF,spotify:track:6FjnEJYawydkfLN7CtHWbF,https://api.spotify.com/v1/tracks/6FjnEJYawydkfLN7CtHWbF,https://api.spotify.com/v1/audio-analysis/6FjnEJYawydkfLN7CtHWbF,160813.0,3.0
19,19,Washington,District of Columbia,Christopher Jackson,One Last Time,spotify:track:0Iys022UwQ8xBfxE1g4nWZ,72,2015-09-25,,0.449,0.42,8.0,-9.624,1.0,0.356,0.631,0.0,0.0805,0.41,176.989,audio_features,0Iys022UwQ8xBfxE1g4nWZ,spotify:track:0Iys022UwQ8xBfxE1g4nWZ,https://api.spotify.com/v1/tracks/0Iys022UwQ8xBfxE1g4nWZ,https://api.spotify.com/v1/audio-analysis/0Iys022UwQ8xBfxE1g4nWZ,296388.0,4.0
20,20,Washington,District of Columbia,Fred Astaire,I Can't Tell a Lie,spotify:track:6FjnEJYawydkfLN7CtHWbF,11,1942-01-01,,0.615,0.196,1.0,-14.188,1.0,0.137,0.885,0.326,0.679,0.68,79.401,audio_features,6FjnEJYawydkfLN7CtHWbF,spotify:track:6FjnEJYawydkfLN7CtHWbF,https://api.spotify.com/v1/tracks/6FjnEJYawydkfLN7CtHWbF,https://api.spotify.com/v1/audio-analysis/6FjnEJYawydkfLN7CtHWbF,160813.0,3.0
21,21,Washington,District of Columbia,John Mellencamp,To Washington,spotify:track:14mGXYcuwCNxCrvJuKj1IW,12,2014-07-08,,0.528,0.793,7.0,-8.628,1.0,0.0447,0.283,0.00233,0.961,0.585,87.696,audio_features,14mGXYcuwCNxCrvJuKj1IW,spotify:track:14mGXYcuwCNxCrvJuKj1IW,https://api.spotify.com/v1/tracks/14mGXYcuwCNxCrvJuKj1IW,https://api.spotify.com/v1/audio-analysis/14mGXYcuwCNxCrvJuKj1IW,197267.0,4.0
22,22,Washington,District of Columbia,Lin-Manuel Miranda,Washington On Your Side,spotify:track:3sYYrpL1xd7NrUWr0e66YO,9,2016-12-02,,0.704,0.138,11.0,-30.506,0.0,0.901,0.557,0.0,0.467,0.657,107.477,audio_features,3sYYrpL1xd7NrUWr0e66YO,spotify:track:3sYYrpL1xd7NrUWr0e66YO,https://api.spotify.com/v1/tracks/3sYYrpL1xd7NrUWr0e66YO,https://api.spotify.com/v1/audio-analysis/3sYYrpL1xd7NrUWr0e66YO,60944.0,5.0
23,23,Washington,District of Columbia,They Might Be Giants,Violin,spotify:track:7JGjfc9iKa56KCNhOP9F0v,15,2002-06-11,,0.657,0.0597,7.0,-11.245,1.0,0.0566,0.853,0.0,0.104,0.239,80.039,audio_features,7JGjfc9iKa56KCNhOP9F0v,spotify:track:7JGjfc9iKa56KCNhOP9F0v,https://api.spotify.com/v1/tracks/7JGjfc9iKa56KCNhOP9F0v,https://api.spotify.com/v1/audio-analysis/7JGjfc9iKa56KCNhOP9F0v,146613.0,3.0
24,24,Washington,District of Columbia,Grupo Revelde,Violin [DVD; Bonus Track],error,error,error,,,,,,,,,,,,,,,,,,,
25,25,Washington,District of Columbia,Counting Crows,Washington Square,spotify:track:2RnlcUG66KojoICSo67Nb8,36,2008,,0.606,0.298,9.0,-12.668,1.0,0.0255,0.643,0.00636,0.0906,0.499,96.864,audio_features,2RnlcUG66KojoICSo67Nb8,spotify:track:2RnlcUG66KojoICSo67Nb8,https://api.spotify.com/v1/tracks/2RnlcUG66KojoICSo67Nb8,https://api.spotify.com/v1/audio-analysis/2RnlcUG66KojoICSo67Nb8,257107.0,4.0
26,26,Washington,District of Columbia,Bitch & Animal,Feminist Housewives,spotify:track:6ExM4PovY2r7HQjqhMxHru,6,2003-06-10,,0.536,0.26,2.0,-10.629,1.0,0.399,0.846,0.0,0.152,0.34,78.7,audio_features,6ExM4PovY2r7HQjqhMxHru,spotify:track:6ExM4PovY2r7HQjqhMxHru,https://api.spotify.com/v1/tracks/6ExM4PovY2r7HQjqhMxHru,https://api.spotify.com/v1/audio-analysis/6ExM4PovY2r7HQjqhMxHru,440547.0,4.0
27,27,Washington,District of Columbia,The Hooters,Washington's Day,spotify:track:4m6WU2FpaVBGeTb0OueCAj,20,1987,,0.465,0.574,9.0,-10.879,1.0,0.0317,0.37,5.46e-06,0.253,0.224,169.927,audio_features,4m6WU2FpaVBGeTb0OueCAj,spotify:track:4m6WU2FpaVBGeTb0OueCAj,https://api.spotify.com/v1/tracks/4m6WU2FpaVBGeTb0OueCAj,https://api.spotify.com/v1/audio-analysis/4m6WU2FpaVBGeTb0OueCAj,350693.0,3.0
28,28,Washington,District of Columbia,Guided by Voices,Calling Up Washington,spotify:track:6SsGAE3YWdHWp6vkrJbOec,3,2014-04-10,,0.525,0.736,2.0,-6.599,1.0,0.0336,0.386,0.0162,0.604,0.747,105.155,audio_features,6SsGAE3YWdHWp6vkrJbOec,spotify:track:6SsGAE3YWdHWp6vkrJbOec,https://api.spotify.com/v1/tracks/6SsGAE3YWdHWp6vkrJbOec,https://api.spotify.com/v1/audio-analysis/6SsGAE3YWdHWp6vkrJbOec,72427.0,4.0
29,29,Washington,District of Columbia,Magnetic Fields,"Washington, D.C.",spotify:track:3Qa8X1dC8Tgs4QtGobmvCU,27,1999-09-14,,0.487,0.56,7.0,-5.882,1.0,0.135,0.86,1.01e-06,0.322,0.861,94.929,audio_features,3Qa8X1dC8Tgs4QtGobmvCU,spotify:track:3Qa8X1dC8Tgs4QtGobmvCU,https://api.spotify.com/v1/tracks/3Qa8X1dC8Tgs4QtGobmvCU,https://api.spotify.com/v1/audio-analysis/3Qa8X1dC8Tgs4QtGobmvCU,113173.0,4.0
30,30,Washington,District of Columbia,Johnny Horton,Battle of Bull Run,error,error,error,,,,,,,,,,,,,,,,,,,
31,31,Washington,District of Columbia,Kenny Rogers,My Washington Woman,spotify:track:0km0KF9HkYRZL7ZQuuKhuB,13,2000-01-11,,0.488,0.406,0.0,-13.508,1.0,0.0269,0.164,4.44e-05,0.101,0.897,104.86,audio_features,0km0KF9HkYRZL7ZQuuKhuB,spotify:track:0km0KF9HkYRZL7ZQuuKhuB,https://api.spotify.com/v1/tracks/0km0KF9HkYRZL7ZQuuKhuB,https://api.spotify.com/v1/audio-analysis/0km0KF9HkYRZL7ZQuuKhuB,206560.0,4.0
32,32,Washington,District of Columbia,Kenny Rogers,My Washington Woman,spotify:track:0km0KF9HkYRZL7ZQuuKhuB,13,2000-01-11,,0.488,0.406,0.0,-13.508,1.0,0.0269,0.164,4.44e-05,0.101,0.897,104.86,audio_features,0km0KF9HkYRZL7ZQuuKhuB,spotify:track:0km0KF9HkYRZL7ZQuuKhuB,https://api.spotify.com/v1/tracks/0km0KF9HkYRZL7ZQuuKhuB,https://api.spotify.com/v1/audio-analysis/0km0KF9HkYRZL7ZQuuKhuB,206560.0,4.0
33,33,Washington,District of Columbia,Craig Morgan,Money,spotify:track:38CLlVqaEKlvakDy8EzqNB,13,2003-03-11,,0.604,0.796,9.0,-4.424,1.0,0.0366,0.122,0.0,0.0717,0.759,94.155,audio_features,38CLlVqaEKlvakDy8EzqNB,spotify:track:38CLlVqaEKlvakDy8EzqNB,https://api.spotify.com/v1/tracks/38CLlVqaEKlvakDy8EzqNB,https://api.spotify.com/v1/audio-analysis/38CLlVqaEKlvakDy8EzqNB,157693.0,4.0
34,34,Washington,District of Columbia,Johnny Cash,As Long as the Grass Shall Grow,spotify:track:3xM5kAaPR97799jqNiIb0N,27,1964-10-01,,0.58,0.367,9.0,-13.733,1.0,0.0849,0.743,0.000526,0.108,0.387,98.627,audio_features,3xM5kAaPR97799jqNiIb0N,spotify:track:3xM5kAaPR97799jqNiIb0N,https://api.spotify.com/v1/tracks/3xM5kAaPR97799jqNiIb0N,https://api.spotify.com/v1/audio-analysis/3xM5kAaPR97799jqNiIb0N,368653.0,4.0
35,35,Washington,District of Columbia,The Clash,Washington Bullets,spotify:track:6vkYJbpPG8WOxv8MlbDPmw,34,1980,,0.686,0.688,4.0,-9.747,1.0,0.0446,0.443,0.00628,0.0919,0.751,93.094,audio_features,6vkYJbpPG8WOxv8MlbDPmw,spotify:track:6vkYJbpPG8WOxv8MlbDPmw,https://api.spotify.com/v1/tracks/6vkYJbpPG8WOxv8MlbDPmw,https://api.spotify.com/v1/audio-analysis/6vkYJbpPG8WOxv8MlbDPmw,231613.0,4.0
36,36,Washington,District of Columbia,Johnny Cash,As Long as the Grass Shall Grow,spotify:track:3xM5kAaPR97799jqNiIb0N,27,1964-10-01,,0.58,0.367,9.0,-13.733,1.0,0.0849,0.743,0.000526,0.108,0.387,98.627,audio_features,3xM5kAaPR97799jqNiIb0N,spotify:track:3xM5kAaPR97799jqNiIb0N,https://api.spotify.com/v1/tracks/3xM5kAaPR97799jqNiIb0N,https://api.spotify.com/v1/audio-analysis/3xM5kAaPR97799jqNiIb0N,368653.0,4.0
37,37,Washington,District of Columbia,BeBe Winans,One Last Time [44 Remix],spotify:track:3BtgDbJ5V3YiCCrhVvKNXA,48,2018-12-21,,0.391,0.539,3.0,-7.061,1.0,0.0778,0.566,0.0,0.0894,0.387,90.986,audio_features,3BtgDbJ5V3YiCCrhVvKNXA,spotify:track:3BtgDbJ5V3YiCCrhVvKNXA,https://api.spotify.com/v1/tracks/3BtgDbJ5V3YiCCrhVvKNXA,https://api.spotify.com/v1/audio-analysis/3BtgDbJ5V3YiCCrhVvKNXA,256822.0,4.0
38,38,Washington,District of Columbia,Wiz Khalifa,Washingtons by Your Side,spotify:track:6koe981h6mmlJUfupqiLgL,51,2016-12-02,,0.77,0.595,5.0,-7.862,0.0,0.223,0.123,0.0,0.126,0.105,142.09,audio_features,6koe981h6mmlJUfupqiLgL,spotify:track:6koe981h6mmlJUfupqiLgL,https://api.spotify.com/v1/tracks/6koe981h6mmlJUfupqiLgL,https://api.spotify.com/v1/audio-analysis/6koe981h6mmlJUfupqiLgL,175773.0,4.0
39,39,Washington,District of Columbia,disappear fear,Washington Work Song,spotify:track:2GaDfe5DPWx1AgyEXNk9xd,2,1994-05-28,,0.401,0.297,0.0,-13.487,1.0,0.0469,0.0549,0.0,0.109,0.395,166.62,audio_features,2GaDfe5DPWx1AgyEXNk9xd,spotify:track:2GaDfe5DPWx1AgyEXNk9xd,https://api.spotify.com/v1/tracks/2GaDfe5DPWx1AgyEXNk9xd,https://api.spotify.com/v1/audio-analysis/2GaDfe5DPWx1AgyEXNk9xd,318533.0,3.0
40,40,Washington,District of Columbia,Iris DeMent,There's a Wall in Washington,spotify:track:5P8eV7rTb98t2ZiuF9xAyg,20,1996,,0.481,0.442,0.0,-9.528,1.0,0.0292,0.427,0.000341,0.104,0.0406,90.414,audio_features,5P8eV7rTb98t2ZiuF9xAyg,spotify:track:5P8eV7rTb98t2ZiuF9xAyg,https://api.spotify.com/v1/tracks/5P8eV7rTb98t2ZiuF9xAyg,https://api.spotify.com/v1/audio-analysis/5P8eV7rTb98t2ZiuF9xAyg,319267.0,4.0
41,41,Washington,District of Columbia,"Migos, Young Thug, Peewee Longway",Quarterback,spotify:track:24bkQGBiQ5JK98daJknUMa,47,2015-10-26,,0.817,0.633,0.0,-7.739,0.0,0.0904,0.107,0.0,0.118,0.299,128.978,audio_features,24bkQGBiQ5JK98daJknUMa,spotify:track:24bkQGBiQ5JK98daJknUMa,https://api.spotify.com/v1/tracks/24bkQGBiQ5JK98daJknUMa,https://api.spotify.com/v1/audio-analysis/24bkQGBiQ5JK98daJknUMa,283911.0,4.0
42,42,Washington,District of Columbia,Pur,Planet der Affen,error,error,error,,,,,,,,,,,,,,,,,,,
43,43,Washington,District of Columbia,Weird Al Yankovic,The Hamilton Polka,spotify:track:1nXCcO9Fp1mE0rzw39qOPY,50,2018-03-02,,0.497,0.74,7.0,-6.638,1.0,0.21,0.0861,3.45e-05,0.213,0.929,151.192,audio_features,1nXCcO9Fp1mE0rzw39qOPY,spotify:track:1nXCcO9Fp1mE0rzw39qOPY,https://api.spotify.com/v1/tracks/1nXCcO9Fp1mE0rzw39qOPY,https://api.spotify.com/v1/audio-analysis/1nXCcO9Fp1mE0rzw39qOPY,300682.0,4.0
44,44,Washington,District of Columbia,Jim Jones,Harlem,spotify:track:56zy9VR4DUJrdicVXeCaN8,33,2016-04-19,,0.788,0.755,2.0,-3.513,1.0,0.316,0.0707,0.0,0.0803,0.384,112.148,audio_features,56zy9VR4DUJrdicVXeCaN8,spotify:track:56zy9VR4DUJrdicVXeCaN8,https://api.spotify.com/v1/tracks/56zy9VR4DUJrdicVXeCaN8,https://api.spotify.com/v1/audio-analysis/56zy9VR4DUJrdicVXeCaN8,142393.0,4.0
45,45,Washington,District of Columbia,Simon & Garfunkel,Roving Gambler [Bonus Track; Demo Version],error,error,error,,,,,,,,,,,,,,,,,,,
46,46,Washington,District of Columbia,Shel Silverstein,Bury Me in My Shades,spotify:track:7B7kjJZqdfaVBMsFreua8q,11,1962,,0.523,0.205,3.0,-10.366,1.0,0.12,0.709,0.0,0.168,0.463,175.53,audio_features,7B7kjJZqdfaVBMsFreua8q,spotify:track:7B7kjJZqdfaVBMsFreua8q,https://api.spotify.com/v1/tracks/7B7kjJZqdfaVBMsFreua8q,https://api.spotify.com/v1/audio-analysis/7B7kjJZqdfaVBMsFreua8q,199400.0,3.0
47,47,Washington,District of Columbia,Grandson,Stick Up,spotify:track:5ZSKZ0wMdlMi4bQ3XZXXsp,59,2018-06-15,,0.31,0.932,11.0,-4.764,0.0,0.262,0.000261,3.71e-06,0.349,0.304,135.944,audio_features,5ZSKZ0wMdlMi4bQ3XZXXsp,spotify:track:5ZSKZ0wMdlMi4bQ3XZXXsp,https://api.spotify.com/v1/tracks/5ZSKZ0wMdlMi4bQ3XZXXsp,https://api.spotify.com/v1/audio-analysis/5ZSKZ0wMdlMi4bQ3XZXXsp,222560.0,4.0
48,48,Washington,District of Columbia,Matt Nathanson,Washington State Fight Song,spotify:track:0SiqYoQWqbRvUf8ig78pjz,16,2015-01-01,,0.447,0.188,8.0,-10.042,1.0,0.0297,0.876,0.0,0.155,0.325,143.642,audio_features,0SiqYoQWqbRvUf8ig78pjz,spotify:track:0SiqYoQWqbRvUf8ig78pjz,https://api.spotify.com/v1/tracks/0SiqYoQWqbRvUf8ig78pjz,https://api.spotify.com/v1/audio-analysis/0SiqYoQWqbRvUf8ig78pjz,186093.0,3.0
49,49,Washington,District of Columbia,Joni Mitchell,Otis and Marlena,spotify:track:0E9c6bYjlLZbDQNTWNXHvt,23,2002,,0.49,0.215,7.0,-11.857,1.0,0.0352,0.945,9.29e-05,0.121,0.301,115.459,audio_features,0E9c6bYjlLZbDQNTWNXHvt,spotify:track:0E9c6bYjlLZbDQNTWNXHvt,https://api.spotify.com/v1/tracks/0E9c6bYjlLZbDQNTWNXHvt,https://api.spotify.com/v1/audio-analysis/0E9c6bYjlLZbDQNTWNXHvt,232653.0,4.0
50,50,Washington,District of Columbia,Joni Mitchell,Otis and Marlena,spotify:track:0E9c6bYjlLZbDQNTWNXHvt,23,2002,,0.49,0.215,7.0,-11.857,1.0,0.0352,0.945,9.29e-05,0.121,0.301,115.459,audio_features,0E9c6bYjlLZbDQNTWNXHvt,spotify:track:0E9c6bYjlLZbDQNTWNXHvt,https://api.spotify.com/v1/tracks/0E9c6bYjlLZbDQNTWNXHvt,https://api.spotify.com/v1/audio-analysis/0E9c6bYjlLZbDQNTWNXHvt,232653.0,4.0
51,51,Washington,District of Columbia,Megadeth,Washington Is Next!,spotify:track:1jLBjt2naw4K787bJ16iCI,36,2007-05-08,,0.299,0.982,4.0,-3.199,0.0,0.0954,1.14e-05,0.0162,0.0728,0.43,198.017,audio_features,1jLBjt2naw4K787bJ16iCI,spotify:track:1jLBjt2naw4K787bJ16iCI,https://api.spotify.com/v1/tracks/1jLBjt2naw4K787bJ16iCI,https://api.spotify.com/v1/audio-analysis/1jLBjt2naw4K787bJ16iCI,318173.0,4.0
52,52,Washington,District of Columbia,Townes Van Zandt,If I Was Washington,spotify:track:4pCo1ROUeLojCKmKFuZpFt,9,1994,,0.617,0.611,11.0,-11.878,1.0,0.0333,0.742,2.73e-05,0.1,0.726,87.095,audio_features,4pCo1ROUeLojCKmKFuZpFt,spotify:track:4pCo1ROUeLojCKmKFuZpFt,https://api.spotify.com/v1/tracks/4pCo1ROUeLojCKmKFuZpFt,https://api.spotify.com/v1/audio-analysis/4pCo1ROUeLojCKmKFuZpFt,151213.0,4.0
53,53,Washington,District of Columbia,Damien Jurado,Working Titles,spotify:track:4uZkg6aWtrUGW5mcsjoTgU,38,2012-11-20,,0.392,0.338,5.0,-11.386,1.0,0.0423,0.747,5.16e-05,0.202,0.302,110.409,audio_features,4uZkg6aWtrUGW5mcsjoTgU,spotify:track:4uZkg6aWtrUGW5mcsjoTgU,https://api.spotify.com/v1/tracks/4uZkg6aWtrUGW5mcsjoTgU,https://api.spotify.com/v1/audio-analysis/4uZkg6aWtrUGW5mcsjoTgU,227307.0,4.0
54,54,Washington,District of Columbia,Lin-Manuel Miranda,The Room Where It Happens,spotify:track:2TK2KSrzXD6W01qjXVjNGh,75,2015-09-25,,0.638,0.49,4.0,-9.382,0.0,0.426,0.271,0.0,0.664,0.511,173.552,audio_features,2TK2KSrzXD6W01qjXVjNGh,spotify:track:2TK2KSrzXD6W01qjXVjNGh,https://api.spotify.com/v1/tracks/2TK2KSrzXD6W01qjXVjNGh,https://api.spotify.com/v1/audio-analysis/2TK2KSrzXD6W01qjXVjNGh,318215.0,4.0
55,55,Washington,District of Columbia,Uriah Heep,Simon the Bullet Freak [Bonus Track],error,error,error,,,,,,,,,,,,,,,,,,,
56,56,Washington,District of Columbia,Supertramp,A Soapbox Opera,spotify:track:75LAwNYZnvtHlWrgC3BYPx,45,1975-01-01,,0.535,0.326,9.0,-12.019,0.0,0.0368,0.478,0.00851,0.542,0.0734,115.32,audio_features,75LAwNYZnvtHlWrgC3BYPx,spotify:track:75LAwNYZnvtHlWrgC3BYPx,https://api.spotify.com/v1/tracks/75LAwNYZnvtHlWrgC3BYPx,https://api.spotify.com/v1/audio-analysis/75LAwNYZnvtHlWrgC3BYPx,294027.0,4.0
