,state,city,song,artist
38, California,Los Angeles,319 La Cienega,"  Tony, Vic & Manuel"
39, California,Los Angeles,34th Street to L.A.,  Dan Cassidy
40, California,Los Angeles,"3rd Base, Dodger Stadium",  Joe Kevany (Rearranged  Ry Cooder)
41, California,Los Angeles,405  RAC Andre Allan Anjos,
42, California,Los Angeles,4PM in Calabasas,  Drake (musician)
43, California,Los Angeles,5 O'Clock In L.A.,  Julie Covington
44, California,Los Angeles,6 'n the Mornin',  IceT
45, California,Los Angeles,64 Bars on Wilshire,  Barney Kessel
46, California,Los Angeles,77 Sunset Strip,  Alpinestars
47, California,Los Angeles,77 Sunset Strip,  composers Mack David and Jerry Livingston
48, California,Los Angeles,79th and Sunset,  Humble Pie
49, California,Los Angeles,80 Blocks from Silverlake,  People Under the Stairs
50, California,Los Angeles,808 Beats,  Unknown DJ
51, California,Los Angeles,8069 Vineland,  Round Robin
52, California,Los Angeles,90210,  Blackbear
53, California,Los Angeles,99 Miles from L.A.,  Art Garfunkel and  Albert Hammond
54, California,Los Angeles,A Malibu,  Caroline Loeb
55, California,Los Angeles,...Aber Der Traum War Sehr Schön,  Julio Iglesias
56, California,Los Angeles,Ænema,  Tool
57, California,Los Angeles,Africa Unite,  Bob Marley & The Wailers & will.i.am
58, California,Los Angeles,After Hollywood,  Michael Stanley
59, California,Los Angeles,Afton Place,  The Beat (American band)
60, California,Los Angeles,"Ah1, Ah2, AhSunSet Strip",  Spike Jones
61, California,Los Angeles,Ain't No California,  Mel Tillis
62, California,Los Angeles,Ain't Nobody Straight in L.A.,  The Miracles
63, California,Los Angeles,Airhead,  Thomas Dol
64, California,Los Angeles,All Change for Hollywood,  UK Subs
65, California,Los Angeles,All I Wanna Do,  Sheryl Crow
66, California,Los Angeles,All the Gold in California,  Larry Gatlin & The Gatlin Brothers
67, California,Los Angeles,(All the Rest Is) Hollywood,  Buzz Hawkins
68, California,Los Angeles,All The Way from Memphis,  Mott The Hoople
69, California,Los Angeles,Allied Chemical Square,  Jud Strunk
70, California,Los Angeles,Alone in L.A.,  Russell Stone & Peter Totth
71, California,Los Angeles,Alta Loma Road,  Quantum Jump
72, California,Los Angeles,Altadena In,  Fred LonbergHolm Frode Gjerstad
73, California,Los Angeles,Always Into Somethin',  N.W.A.
74, California,Los Angeles,American Bad Ass,  Kid Rock
75, California,Los Angeles,American Boy,  Estelle
76, California,Los Angeles,An Old Hollywood Custom, music  Ray Henderson; lyrics  Lew Brown
77, California,Los Angeles,Anaheim,  They Might Be Giants
78, California,Los Angeles,...and a Song for Los Angeles,  She Wants Revenge
79, California,Los Angeles,Andres,  L7
80, California,Los Angeles,Angel City,  Don Johnson
81, California,Los Angeles,Angel City,  Gil Fuller
82, California,Los Angeles,Angel City,  Megabass (act had a top 20 British hit in 1990 with 'Time to Make the Floor Burn')
83, California,Los Angeles,Angel City,  Motörhead
84, California,Los Angeles,Angel City (We're Dying),  Curt Boettcher
85, California,Los Angeles,Angel On Sunset,  Larry Coryell
86, California,Los Angeles,The Angel Song,  Great White
87, California,Los Angeles,Angel Town,  Mezzoforte
88, California,Los Angeles,Angel Town,  Peter Cincotti
89, California,Los Angeles,Angelenos,  Michael Tomlinson
90, California,Los Angeles,Angeles,  Elliott Smith
91, California,Los Angeles,Angeles,  Josh Kelley
92, California,Los Angeles,Angeles,  Peter Bradley Adams
93, California,Los Angeles,Angeles (City Of The Angels),  John Stewart
94, California,Los Angeles,Angeles Domini,  The Nuns
95, California,Los Angeles,Angeltown,  Bob Thompson & His Orchestra & Chorus
96, California,Los Angeles,Annie Goes to Hollywood,  Franke & The Knockouts
97, California,Los Angeles,Another Day Another Dollar,  Everything But The Girl
98, California,Los Angeles,Another Day in Hollywood,  Diggy Tal & The Numbers
99, California,Los Angeles,Another Day in L.A.,  Indigo Swing
100, California,Los Angeles,Another Day of Sun,  La La Land Cast
101, California,Los Angeles,Another Nice Day in L.A.,  Eddie Money
102, California,Los Angeles,Another Night In Hollywood,  Grant & Forsyth
103, California,Los Angeles,Another Sundown in Watts,  James Conwell
104, California,Los Angeles,"April 29, 1992 (Miami)",  Sublime
105, California,Los Angeles,Aqui Vivo Yo L.A.,  Alma
106, California,Los Angeles,Area Code 213,  R. B. Greaves
107, California,Los Angeles,As Real as Disneyland,  Julian Dawson
108, California,Los Angeles,Assault on Precinct 13,  John Carpenter
109, California,Los Angeles,At the House on Sunset, (from the musical 'Sunset Boulevard')
110, California,Los Angeles,At The Roxy,  Midnight Eyes
111, California,Los Angeles,Atlantis Is Calling (SOS For Love),  Modern Talking
112, California,Los Angeles,August In Azusa,  Jerry Colonna
113, California,Los Angeles,Avenue of the Stars,  Jennifer Love Hewitt
114, California,Los Angeles,Ba Got Back,   Sir MixaLot
115, California,Los Angeles,Balon Sisters,  Steely Dan
116, California,Los Angeles,Back for You,  Dilated Peoples
117, California,Los Angeles,Back from Cali ,  Slash featuring Myles Kennedy
118, California,Los Angeles,Back From Hollywood, George White's Scandals 1931
119, California,Los Angeles,Back in L.A.,  B.B.King
120, California,Los Angeles,Back in L.A.,  Johnny Hallyday
121, California,Los Angeles,Back in L.A.,  Peanut Butter Conspiracy
122, California,Los Angeles,Back in L.A.,  Phil & The Noise
123, California,Los Angeles,Back on the Street,  Dyan Diamond
124, California,Los Angeles,Back Street Hollywood,  The Durbervilles
125, California,Los Angeles,Back to L.A.,  Sylvie Vartan
126, California,Los Angeles,Back to L.A.,  Unnatural Axe
127, California,Los Angeles,Back to L.A.,  XL Middleton
128, California,Los Angeles,Bad Night at the Whiskey,  The Byrds
129, California,Los Angeles,Bad Sneakers,  Steely Dan
130, California,Los Angeles,Bad Year at UCLA,  Game Theory
131, California,Los Angeles,Balboa Blue,  The TBones
132, California,Los Angeles,Ballad of a Teenage Queen,  Johnny Cash
133, California,Los Angeles,Ballad of Hollywood,  Rod McKuen And The Keystone 4
134, California,Los Angeles,The Ballad of Jed Clampett,"  Jerry Scoggins, Flatt and Scruggs"
135, California,Los Angeles,Ballad of Johnny,  Urban Fate
136, California,Los Angeles,Ballad of Los Angeles,  Harpo
137, California,Los Angeles,Bam Bam In L.A. City,  Willo Wilson & Mikey Jarrett (reggae)
138, California,Los Angeles,The Bandits of Beverly Hills,  Kris Kristofferson
139, California,Los Angeles,Barefoot in Beverly Hills,  Grace Jones
140, California,Los Angeles,Barrio Suite,  Tierra
141, California,Los Angeles,The Bars in L.A.,  Jack Elliott
142, California,Los Angeles,The Bay to L.A.,  The Grouch featuring Murs
143, California,Los Angeles,Be A Believer In Dodger Fever,  the Paid Attendance
144, California,Los Angeles,Beach Ba,  The First Class
145, California,Los Angeles,A Beautiful Day In L.A.,  Arno
146, California,Los Angeles,Beautiful Downtown Burbank,  Freddie Cannon
147, California,Los Angeles,Beautiful in Los Angeles,  Garrison Starr
148, California,Los Angeles,"Because, It's Midnite",  Limozeen
149, California,Los Angeles,Bedford Drive,  Artie Shaw
150, California,Los Angeles,Been to Hell,  Hollywood Undead
151, California,Los Angeles,Before Hollywood,  The Saints
152, California,Los Angeles,Bel Air,  Can
153, California,Los Angeles,Bel Air,  the Church
154, California,Los Angeles,Bel Air ~Kuuhaku no Shunkan no Naka De~,  Malice Mizer
155, California,Los Angeles,Bel Air,  Lana Del Rey
156, California,Los Angeles,Bel Air Boogie,  Rob Hoeke
157, California,Los Angeles,Bel Air Rain,  Lindsay Buckingham
158, California,Los Angeles,Belew Jay Way,  ProjeKct X (connected to King Crimson)
159, California,Los Angeles,Betty's Office at Paramount," (from the musical Sunset Boulevard"")"
160, California,Los Angeles,Beverly Drive,  Hal Blaine
161, California,Los Angeles,Beverly Glen,  Country
162, California,Los Angeles,Beverly Hillbillies,  Louis Calhoun
163, California,Los Angeles,Beverly Hills, from the album of The Beverly Hillbillies
164, California,Los Angeles,Beverly Hills,  The Circle Jerks
165, California,Los Angeles,Beverly Hills  Claude Bolling and Hubert Laws,
166, California,Los Angeles,Beverly Hills,"  Jeff Baxter, Teddy Castellucci, James Harrah, Buzz Feiten"
167, California,Los Angeles,Beverly Hills,  Micky Dolenz
168, California,Los Angeles,Beverly Hills,  Uncle Sound
169, California,Los Angeles,Beverly Hills,  Weezer
170, California,Los Angeles,Theme from Beverly Hills 90210,  John Davis
171, California,Los Angeles,Beverly Hills Blues,  Bob McFerrin
172, California,Los Angeles,Beverly Hills Goes To Acid,  Take It To The Streets
173, California,Los Angeles,Beverly Hills Rag*  Marcello Minerbi,
174, California,Los Angeles,Beverly Hills Rapp (Movie Theme),  Future MC's
175, California,Los Angeles,Beverly Kills (Freaks With Golden Heirs),  Ariel Pink's Haunted Graffiti
176, California,Los Angeles,BiCoastal,  Peter Allen
177, California,Los Angeles,Big Bel Air,  Corbin/Hanner
178, California,Los Angeles,Big City,  Wall of Voodoo
179, California,Los Angeles,Big Dreams,  The Game
180, California,Los Angeles,Big Dumb Town,  Stan Ridgway
181, California,Los Angeles,Big in LA,  Joelle
182, California,Los Angeles,The Big Noise From Encino,  Julius Wechter & the Baja Marimba Band
183, California,Los Angeles,Big Noise from L.A.,  Frosty Harris & The KoolTones
184, California,Los Angeles,A Big Star in Hollywood,  Sandra Dickinson
185, California,Los Angeles,Bike Up the Strand,  Gerry Mulligan
186, California,Los Angeles,Biking Up the Strand,  Peter Baumann
187, California,Los Angeles,Billy the Mountain,  Frank Zappa
188, California,Los Angeles,Bizarre in L.A.,  Mark Ashton
189, California,Los Angeles,Blackhawks Over Los Angeles,  Strung Out
190, California,Los Angeles,Black Planet,  The Sisters of Mercy
191, California,Los Angeles,Bloody Mary Morning,  Willie Nelson
192, California,Los Angeles,Blow,  The Beat Pirate
193, California,Los Angeles,Blow Me Back Santa Ana,  Tim Rose
194, California,Los Angeles,Blue Hills Of Pasadena,  Plaza Band
195, California,Los Angeles,Blue Jay Way,  The Beatles
196, California,Los Angeles,Blue Malibu,  George Shearing
197, California,Los Angeles,Blue Night on the Strip,  Warren Barker
198, California,Los Angeles,Bluegrass in Hollywood,  Smiley Monroe & The Golden State Boys
199, California,Los Angeles,Blues For L.A.,  L.A. Carnival
200, California,Los Angeles,Blues in Torrance,  Buddy Collette Big Band
201, California,Los Angeles,Boards and Bikinis Rule (Down at Malibu),  The Hollyberries
202, California,Los Angeles,Bondage on the Boulevards,  The Skyhooks
203, California,Los Angeles,Bonita Applebum,  A Tribe Called Quest
204, California,Los Angeles,Boogin' At Berg's,  Slim Gaillard
205, California,Los Angeles,Boogie Woogie at the Philharmonic,  Meade Lux Lewis
206, California,Los Angeles,Born and Raised in Compton,  DJ Quik
207, California,Los Angeles,Born in East L.A.,  Cheech Marin
208, California,Los Angeles,Botanica De Los Angeles,  Xiu Xiu
209, California,Los Angeles,Boulevard,  Jackson Browne (references Hollywood Boulevard)
210, California,Los Angeles,Boulevard L.A.,  Bachelor Of Hearts
211, California,Los Angeles,Boulevard Nights,  Mellow Man Ace
212, California,Los Angeles,Boyle Heights,  Chuck Higgins& His Mellotones
213, California,Los Angeles,Boyle Heights Affair,  Oicho
214, California,Los Angeles,Boys in L.A.,  Ru Carley
215, California,Los Angeles,Boys On Hollywood Blvd.,  Elite
216, California,Los Angeles,BoyzntheHood,  N.W.A featuring EazyE
217, California,Los Angeles,Brad Logan,  Rancid
218, California,Los Angeles,BRB/Kiss,  LANY
219, California,Los Angeles,Bring It On,  South Central Cartel
220, California,Los Angeles,Broadway Boogie,  Sweeney Todd
221, California,Los Angeles,Broadway  Hollywood  Beverly Hills,  Vengeance
222, California,Los Angeles,Broadway's Closer to Sunset Boulevard,  Isley Jasper Isley
223, California,Los Angeles,Broken Headlights,  Roscoe & Etta ft. Maia Sharp & Anna Schulze
224, California,Los Angeles,Brooklyn To L.A.,  Doctor Ice
225, California,Los Angeles,Brother L.A.,  Daniel Lanois
226, California,Los Angeles,Brother's Gonna Work It Out, (Remix)  Public Enemy
227, California,Los Angeles,Brought Up in New York (Brought Down in L.A.),  Paul Anka
228, California,Los Angeles,Bumpin' on Sunset,  Julie Driscoll with Brian Auger and the Trinity
229, California,Los Angeles,Bunker Hill,  Jimmie Haskell
230, California,Los Angeles,Bunker Hill,"  Michael Penn (references the Bunker Hill section of Downtown Los Angeles as well as Vermont Avenue, a major north–south thoroughfare in the city)"
231, California,Los Angeles,Bunker Hill,  Red Hot Chili Peppers
232, California,Los Angeles,The Burn,  Framing Hanley
233, California,Los Angeles,Burn Hollywood Burn,  Public Enemy
234, California,Los Angeles,Burn Silver Lake Burn,  Streetwalkin' Cheetahs Meet Cherie Currie
235, California,Los Angeles,Burpin' Burbank,  Gary Farr
236, California,Los Angeles,Buzzsaw of Hollywood Hill,  The Raymen
237, California,Los Angeles,BX Warrior,  Tim Dog
238, California,Los Angeles,By the Time I Get to Phoenix,  Isaac Hayes
239, California,Los Angeles,Cabin Fever,  Wonder Stuff
240, California,Los Angeles,Cafe L.A.,  Tony Sciuto
241, California,Los Angeles,Calabasas California 91302,  Albert Hammond
242, California,Los Angeles,Califormula,  Blackbear
243, California,Los Angeles,California,"  Colonel Loud featuring T.I.,  Ricco Barrino and Young Dolph"
244, California,Los Angeles,California,  Deb Boone
245, California,Los Angeles,California,  Jay Farrar
246, California,Los Angeles,California,  The Adicts
247, California,Los Angeles,California,  Joni Mitchell
248, California,Los Angeles,California,  Hollywood Undead
249, California,Los Angeles,California,  Lil Rob
250, California,Los Angeles,California,  Metro Station
251, California,Los Angeles,California,  Rufus Wainwright
252, California,Los Angeles,California,  Phantom Planet
253, California,Los Angeles,California,  The Rentals (often mislabelled as Weezer)
254, California,Los Angeles,California,  Tom Petty and the Heartbreakers
255, California,Los Angeles,,
256, California,Los Angeles,California,  Urban Fate
257, California,Los Angeles,California Dreamin',  The Mamas & the Papas
258, California,Los Angeles,California Girls,  The Beach Boys
259, California,Los Angeles,California Girls,  David Lee Roth
260, California,Los Angeles,California Girls,  Oingo Boingo
261, California,Los Angeles,California Gurls,  Katy Perry featuring Snoop Dogg
262, California,Los Angeles,"California, Hollywood",  Michael Rabon & Choctaw
263, California,Los Angeles,California Heaven,  JAHKOY feat. ScHoolboy Q
264, California,Los Angeles,California Home,  Mark Eric
265, California,Los Angeles,California Jam,  Klaatu
266, California,Los Angeles,California King Bed,  Rihanna
267, California,Los Angeles,California Love,  2Pac featuring Dr. Dre
268, California,Los Angeles,California Paradise,  The Runaways
269, California,Los Angeles,California Rain,  Silvertide
270, California,Los Angeles,California Sex Lawyer,  Fountains of Wayne
271, California,Los Angeles,California Stars,"  Woody Guthrie, Jay Bennett & Jeff Tweedy"
272, California,Los Angeles,California Style,  Eddy Grant
273, California,Los Angeles,California Soul,  Marlena Shaw
274, California,Los Angeles,California Suite,  Elena Duran & And The Laurie Holloway Trio
275, California,Los Angeles,California Sun,  Devon Werkheiser
276, California,Los Angeles,California Sun,  The Rivieras
277, California,Los Angeles,California Vacation,"  The Game, Snoop Dogg & Xzibit"
278, California,Los Angeles,Californication,  Red Hot Chili Peppers
279, California,Los Angeles,Camel Island,  David Sanborn
280, California,Los Angeles,Camera One,  the Josh Joplin Group
281, California,Los Angeles,Campo De Encino,  Jimmy Webb
282, California,Los Angeles,Candy,  Robbie Williams
283, California,Los Angeles,Can't Stop the Blue (Go Dodgers Go!),  Ozomatli
284, California,Los Angeles,Carmelita,  Warren Zevon
285, California,Los Angeles,Carson City,  BooYaa T.R.I.B.E
286, California,Los Angeles,Carson Girls,  Angry Samoans
287, California,Los Angeles,Catalina Island,  Mike Patton
288, California,Los Angeles,Catch My Disease,  Ben Lee
289, California,Los Angeles,Caught Up In Los Angeles,  Gary Private
290, California,Los Angeles,Celebrity Skin,  Hole
291, California,Los Angeles,Celluloid Heroes,  The Kinks
292, California,Los Angeles,Cemetery,  Strung Out
293, California,Los Angeles,Central Avenue Boogie,  Helen Humes
294, California,Los Angeles,Central Avenue Breakdown,  Lionel Hampton
295, California,Los Angeles,Central Avenue Confidential,  Big Jay McNeely
296, California,Los Angeles,Central Avenue Cruise,"  Dave ""Ba"" Cortez"
297, California,Los Angeles,Central Avenue Drag,  Pete Johnson
298, California,Los Angeles,Central Avenue Shuffle,  Ozzie Nelson and his Orchestra
299, California,Los Angeles,Central Rocks,"  Edward ""Gates"" White"
300, California,Los Angeles,Century City,  Adrian Baker
301, California,Los Angeles,Century City,  Galactic
302, California,Los Angeles,Century City,  Tom Petty and the Heartbreakers
303, California,Los Angeles,Century City Chase Or J.B. In Teheran,  B.B.King
304, California,Los Angeles,Century City Rag,  The Last
305, California,Los Angeles,Champagne,  311
306, California,Los Angeles,Chasing,  Holes In Blackburn
307, California,Los Angeles,Chateau Marmont,  Van Dyke Parks
308, California,Los Angeles,Chelsea,  The Summer Set
309, California,Los Angeles,Cherokee in Hollywood,  Johnny Eagle Feather
310, California,Los Angeles,Chilling on the Westside,  BooYaa T.R.I.B.E.
311, California,Los Angeles,Theme from 'Chinatown',  Jerry Goldsmith
312, California,Los Angeles,Christmas in Los Angeles,  Lawrence Welk and The Rockettes
313, California,Los Angeles,Christmas in Hollywood,  Hollywood Undead
314, California,Los Angeles,Christmas In L.A.,  The Bobs
315, California,Los Angeles,Christmas in Malibu,  The Radudes
316, California,Los Angeles,Christmas in the City of the Angels,  Johnny Mathis
317, California,Los Angeles,Christmas Wrapping,  Save Ferris
318, California,Los Angeles,Christmastime in Tinsel Town,  Big Bad Voodoo Daddy
319, California,Los Angeles,Chumash,  Surf Punks
320, California,Los Angeles,Ciao L.A.,  Chokebore
321, California,Los Angeles,Ciclon,  Sick Jacken Vs. DJ Muggs
322, California,Los Angeles,Cimarron Street Breakdown,  Big Joe Turner
323, California,Los Angeles,The City,  The Game feat. Kendrick Lamar
324, California,Los Angeles,City of Angels,"  10,000 Maniacs"
325, California,Los Angeles,City of Angels,  24kGoldn
326, California,Los Angeles,City of Angels,"  Thirty Seconds to Mars, music video filmed in L.A."
327, California,Los Angeles,City of Angels,  Cactus World News
328, California,Los Angeles,City of Angels,  Captain Rizz
329, California,Los Angeles,City of Angels,  The Burritos
330, California,Los Angeles,Theme from City of Angels, (from City of Angels (musical))
331, California,Los Angeles,City of Angels,  Miguel
332, California,Los Angeles,City of Angels,  The Distillers
333, California,Los Angeles,City of Angels,  Elevation vs Grube & Hovsepian
334, California,Los Angeles,City of Angels,  The Generators
335, California,Los Angeles,City of Angels,  The Highlights
336, California,Los Angeles,City of Angels,  Jay Ferguson
337, California,Los Angeles,City of Angels,  Jonathan King
338, California,Los Angeles,City of Angels,  Marvin Rainwater
339, California,Los Angeles,City of Angels,  The Miracles
340, California,Los Angeles,City of Angels,  Nik Kershaw
341, California,Los Angeles,City of Angels,  Ozomatli
342, California,Los Angeles,City of Angels,  Red Elvises
343, California,Los Angeles,City of Angels,  The Savage Rose
344, California,Los Angeles,City of Angels,  The Unknowns
345, California,Los Angeles,City of Angels,  Wayne Duncan
346, California,Los Angeles,City of Angels (Dumb Ol' Country Boy)  10 City Run,
347, California,Los Angeles,City of Devils,  Yellowcard
348, California,Los Angeles,City of the Angels,  Bill Withers
349, California,Los Angeles,City of the Angels,  Dave Dudley
350, California,Los Angeles,City Of The Angels,  Elyse Weinberg
351, California,Los Angeles,City of the Angels,  Fred Astaire
352, California,Los Angeles,City of the Angels,  Jimmy C. Newman
353, California,Los Angeles,City of the Angels,  Journey
354, California,Los Angeles,City of the Angels,  Gowan
355, California,Los Angeles,City of the Angels,  Linda Hargrove
356, California,Los Angeles,City of the Angels,  Michael Johnson
357, California,Los Angeles,City of the Angels,  Neil Innes
358, California,Los Angeles,City of the Angels,  Bob Saker
359, California,Los Angeles,City of the Angels,  Wang Chung
360, California,Los Angeles,City of the Angels (Los Angeles),  Bruce Cloud with the Joe Vento Orchestra
361, California,Los Angeles,City of Stars,  Ryan Gosling and Emma Stone
362, California,Los Angeles,The City with Two Faces," (a.k.a. ""Fuck L.A."")  Goldfinger"
363, California,Los Angeles,Classic Hollywood Ending,  Stan Ridgway
364, California,Los Angeles,Clifton in the Rain,  Al Stewart
365, California,Los Angeles,Cobra Skullifornia,  Cobra Skulls
366, California,Los Angeles,Colazione a Disneyland,  Premiata Forneria Marconi
367, California,Los Angeles,Cold and Windy Night,  The Fantastic Four (band)
368, California,Los Angeles,Cold as a Hollywood Kiss,  Blackhawk (band)
369, California,Los Angeles,Cold in California,  Shawn Mendes
370, California,Los Angeles,Cold in LA,  Why Don't We
371, California,Los Angeles,The Coldest Rap,  IceT
372, California,Los Angeles,Coldwater Canyon,  Dory Previn
373, California,Los Angeles,Colors,  IceT
374, California,Los Angeles,The Colors of Malibu,  Gary Farr
375, California,Los Angeles,Come a Long Way,  Michelle Shocked
376, California,Los Angeles,Come Monday,  Jimmy Buffett
377, California,Los Angeles,Come to L.A.,  Caviar
378, California,Los Angeles,Come to L.A.,  Chilly
379, California,Los Angeles,Come to L.A.,  Swamp Dogg
380, California,Los Angeles,Come To Los Angeles,  LaBlonde
381, California,Los Angeles,Comin' into Los Angeles,  Arlo Guthrie
382, California,Los Angeles,Coming Of Age In L.A.,  West Coast Pop Art Experimental Band
383, California,Los Angeles,Coming to America,  the System
384, California,Los Angeles,Compton,  The Game
385, California,Los Angeles,Compton,  Kendrick Lamar featuring Dr. Dre
386, California,Los Angeles,Compton Brooklyn,  SMG
387, California,Los Angeles,Compton Hoochies,  HiC
388, California,Los Angeles,Compton's in the House,  N.W.A.
389, California,Los Angeles,Cool Nights and Hollywood Lights,  Gary Farr
390, California,Los Angeles,Corrido de Boxeo,  Ry Cooder
391, California,Los Angeles,Couldn't Get It Right,  Climax Blues Band
392, California,Los Angeles,Country Boy (You Got Your Feet in L.A.),  Glen Campbell
393, California,Los Angeles,A Country Mile,  Everything but the Girl
394, California,Los Angeles,Covina,  Shakatak
395, California,Los Angeles,Cowboy,  Kid Rock
396, California,Los Angeles,Cowboys and Indians,  The Cross (featuring Roger Taylor (Queen drummer))
397, California,Los Angeles,Cowboys from Hollywood,  Camper Van Beethoven
398, California,Los Angeles,Cracked Actor,  David Bowie
399, California,Los Angeles,Cradlesong,  Rob Thomas
400, California,Los Angeles,Crash Course to Hollywood,  Tim Halperin
401, California,Los Angeles,Crazy as a Loon,  John Prine[1]
402, California,Los Angeles,Creep 'N Crawl,  EazyE
403, California,Los Angeles,Creeping Coastline of Lights,  Leaving Trains
404, California,Los Angeles,Crenshaw,  SkeeLo
405, California,Los Angeles,Cribs L.A.,  Lil Dicky
406, California,Los Angeles,Croydon,  Captain Sensible
407, California,Los Angeles,The Cruel Master of My Dreams (Malibu)  Janis Siegel,
408, California,Los Angeles,Crunchy Beach 3/Hollywood,  Neil Innes
409, California,Los Angeles,Cruiser,  Red House Painters
410, California,Los Angeles,Cruisin' (Lucy and Ramona and Sunset Sam),  Michael Nesmith
411, California,Los Angeles,Cruisin' on Sunset,  Oliver Sain
412, California,Los Angeles,Cruisin' Ventura Blvd.,  Gary Farr
413, California,Los Angeles,Cruising Central Ave.,  4th Coming
414, California,Los Angeles,Cruising Down on Sunset,  Thomas Anders
415, California,Los Angeles,Cruisin' the Streets,  Boys Town Gang
416, California,Los Angeles,Crystal Palace,  Stan Ridgway
417, California,Los Angeles,Culver Moon,  Jackson Browne
418, California,Los Angeles,Dance Yourself Dizzy,  Liquid Gold
419, California,Los Angeles,Danger,  Mötley Crüe
420, California,Los Angeles,Dangerous Sex,  Tackhead
421, California,Los Angeles,Dark Side of L. A.,  Faith Band
422, California,Los Angeles,Das HollywoodSchaukellied (Auf der bunten HollywoodSchaukel),  Bill Ramsey (singer)
423, California,Los Angeles,Das War Hollywood Von Gestern,  Waterloo & Robinson
424, California,Los Angeles,Dawn Storm,  T. Rex
425, California,Los Angeles,Day After Day (It's Slippin' Away)  Shango,
426, California,Los Angeles,The Day the Niggaz Took Over,  Dr. Dre
427, California,Los Angeles,Daytona 500,  The Game
428, California,Los Angeles,Dead in Hollywood,  the Murderdolls
429, California,Los Angeles,Dead Loss Angeles,  The Stranglers
430, California,Los Angeles,Dead Man's Curve,  Jan and Dean
431, California,Los Angeles,Debra,  Beck
432, California,Los Angeles,Deep Kick,  Red Hot Chili Peppers
433, California,Los Angeles,Deez Hollywood Nights,  Snoop Dogg
434, California,Los Angeles,Denver to L.A.,  Paula Wayne
435, California,Los Angeles,Der Zug Nach L.A.,  Klaus Hill
436, California,Los Angeles,Desire (Hollywood Mix),  U2
437, California,Los Angeles,Descanso Drive,  Bill Bergman
438, California,Los Angeles,Desperados Under the Eaves,  Warren Zevon
439, California,Los Angeles,Diary of a San Fernando Sexx Star,  Butch Walker
440, California,Los Angeles,Die in Disneyland,  Jimmy Pursey
441, California,Los Angeles,Disco Cops,  Billy Howard
442, California,Los Angeles,Disco Really Made It!,  Gruppo Sportivo
443, California,Los Angeles,Disneyland,  Alan Barton & Colin Routh
444, California,Los Angeles,Disneyland,  Come On
445, California,Los Angeles,Disneyland,  Daniel (Montenegrin singer)
446, California,Los Angeles,Disneyland,  Disneyland
447, California,Los Angeles,Disneyland,  DoReMi (band)
448, California,Los Angeles,Disneyland,  The Eyes
449, California,Los Angeles,Disneyland,  Five Americans
450, California,Los Angeles,Disneyland,  Michael Rabon
451, California,Los Angeles,Disneyland,  Pico
452, California,Los Angeles,Disneyland, (from Smile (musical))
453, California,Los Angeles,Disneyland Daddy,  Paul Evans (musician)
454, California,Los Angeles,Disneyland Forever,  The Mighty Wah! (featuring Pete Wylie)
455, California,Los Angeles,Divers Do It Deeper,  David Allan Coe
456, California,Los Angeles,Dizneyland Everyday,  Bobsled
457, California,Los Angeles,Dizz Knee Land,  Dada (band)
