,state,city,song,artist
57, Illinois,Chicago,"Boy Reporter Blues, Dedicated to Horace Wade – Boy Reporter of the Chicago Evening American",", 1924 – composers: Dell Lampe & J. Bodewalt Lampe; lyricist: Haven Gillespie"
58, Illinois,Chicago,Break Down on Lake Shore Drive, – The Black Dog
59, Illinois,Chicago,Bryn Mawr Stomp, – Local H
60, Illinois,Chicago,Bucktown Stomp, – Johnny Dodds' Washboard Six
61, Illinois,Chicago,The Burning Iroquois," (theater), 1904 – composer: Edward Stanley; lyricist: Mathew Goodwin"
62, Illinois,Chicago,The Burning of the Iroquois,", 1904 – composer: Thos. R. Confare; lyricist: Morris S. Silver"
63, Illinois,Chicago,"Calling Me Home, Chicago",", 1985 – composer: Paul David Wilson"
64, Illinois,Chicago,Casimir Pulaski Day, – Sufjan Stevens
65, Illinois,Chicago,Cha Cha Chicago, – Kai Winding
66, Illinois,Chicago,ChiChiChiChicago, – Nellie Lutcher
67, Illinois,Chicago,Chi'Ca'Go',  Johnny Ross
68, Illinois,Chicago,ChiCity," – Common, featuring Kanye West, from Be, 2005"
69, Illinois,Chicago,ChiCity Boogie,  Ricardo Miranda
70, Illinois,Chicago,ChiTown,  Jing Chi
71, Illinois,Chicago,The ChiTown Boogie,  Casey Jones
72, Illinois,Chicago,ChiTown Hustler, – Eddie Floyd
73, Illinois,Chicago,ChiTown Theme, – Cleveland Eaton
74, Illinois,Chicago,ChiTown, – The Cribs
75, Illinois,Chicago,ChiTown, – Da Brat
76, Illinois,Chicago,ChiTown, – Jerry Butler
77, Illinois,Chicago,The ChiTown Nightlife, – Paul Johnson
78, Illinois,Chicago,Chicago, – Tom Waits
79, Illinois,Chicago,Chicago A,"/""Chicago B"" – Tirez Tirez"
80, Illinois,Chicago,Chicago After Dark, – Chicago
81, Illinois,Chicago,Chicago Afterwhile,  Country Soul Revue featuring Dan Penn
82, Illinois,Chicago,Chicago Allstars Boogie, – Willie Dixon & The Chicago Allstars
83, Illinois,Chicago,Chicago at Night, – Spoon
84, Illinois,Chicago,Chicago Blues,", 1946 – composers: Arthur Crudup, Ransom Knowling, Judge Riley"
85, Illinois,Chicago,Chicago Blues, – Dion DiMucci
86, Illinois,Chicago,Chicago Blues, – Fletcher Henderson
87, Illinois,Chicago,Chicago Blues, – Bill Snyder
88, Illinois,Chicago,Chicago Blues,  Jim Peterik
89, Illinois,Chicago,Chicago Blues,  Oscar Peterson
90, Illinois,Chicago,The Chicago Blues, – Sally Roberts
91, Illinois,Chicago,Chicago Boogie,  Four Blazes
92, Illinois,Chicago,Chicago Bop Stepping, – The Clayton Brothers
93, Illinois,Chicago,Chicago Bound Blues,", 1923 – composer & lyricist: Lovie Austin"
94, Illinois,Chicago,Chicago Bound Blues, – Bessie Smith
95, Illinois,Chicago,Chicago Bound, – Canned Heat
96, Illinois,Chicago,Chicago Bound, – Jimmy Rogers
97, Illinois,Chicago,Chicago Boxcar,  Fabulous Poodles
98, Illinois,Chicago,Chicago Breakdown, – Gene Ammons
99, Illinois,Chicago,Chicago Breakdown, – Big Maceo Merriweather
100, Illinois,Chicago,Chicago Breakdown, – Doctor Ross
101, Illinois,Chicago,"Chicago Bus Stop (Ooh, I Love It)", – Salsoul Orchestra
102, Illinois,Chicago,Chicago Buzz, – Junie Cobb
103, Illinois,Chicago,Chicago By Night,  Orlando Voorn
104, Illinois,Chicago,Chicago Calling, – Cyril Davies
105, Illinois,Chicago,Chicago City," – George ""Harmonica"" Smith"
106, Illinois,Chicago,Chicago City,  The Monarchs
107, Illinois,Chicago,Chicago Concerto,  Bill Snyder
108, Illinois,Chicago,The Chicago Conspiracy, – David Peel
109, Illinois,Chicago,Chicago Cottage, – The Mirage
110, Illinois,Chicago,The Chicago Cyclist March,", 1896 – composer: Hans Liné"
111, Illinois,Chicago,Chicago Dancin' Girls,  Curtis Potter
112, Illinois,Chicago,Chicago Disco, – Major Lance
113, Illinois,Chicago,Chicago Emerald City, – Dave Angel
114, Illinois,Chicago,The Chicago Express (March TwoStep),", 1905 – composer: Percy Wenrich"
115, Illinois,Chicago,Chicago Fanphair '93, – Local H5
116, Illinois,Chicago,Chicago Flyer, – Meade Lux Lewis
117, Illinois,Chicago,Chicago Fog Lift,"  Chunky, Novi & Ernie (featuring Lauren Wood)"
118, Illinois,Chicago,Chicago Function, – Sidney Bechet
119, Illinois,Chicago,Chicago Girl, – Roger Whittaker
120, Illinois,Chicago,The Chicago Girls' March or TwoStep Dance,", 1895 – composer: J.W. Tate"
121, Illinois,Chicago,"Chicago, Glad To Be Back Home",  Louisiana Red
122, Illinois,Chicago,The Chicago Glide, – composer: Prof. Joseph Gearen
123, Illinois,Chicago,Chicago Green, – The Surfaris
124, Illinois,Chicago,Chicago Here I Come, – Willie Dixon & Johnny Winter
125, Illinois,Chicago,Chicago High Life, – Earl Hines
126, Illinois,Chicago,The Chicago Hussar's Quickstep,", 1892 – composer: A. H. Rintelman"
127, Illinois,Chicago,The Chicago Hustle,  Evelyn Thomas
128, Illinois,Chicago,"Chicago, Illinois",  Ben Verdery
129, Illinois,Chicago,"Chicago, Illinois",  Bob Short
130, Illinois,Chicago,Chicago Institute, – Manfred Mann's Earth Band
131, Illinois,Chicago,Chicago Is Alive, – Dicken (of Mr Big)
132, Illinois,Chicago,Chicago Is Just That Way, – Eddie Boyd
133, Illinois,Chicago,Chicago Is Large, – Nazgul
134, Illinois,Chicago,Chicago Is Loaded With The Blues,  Chicago Blues Allstars/Willie Dixon
135, Illinois,Chicago,Chicago Is My Home," – Pierre Lacocque; sung  Lurrie Bell, from album Hattiesburg Blues; Mississippi Heat"
136, Illinois,Chicago,Chicago Is So Two Years Ago, – Fall Out Boy
137, Illinois,Chicago,Chicago in Mind, – Albert Ammons
138, Illinois,Chicago,Chicago Jackmaster,  KAlexi
139, Illinois,Chicago,Chicago Light Green,  Jimmy Owens (musician)
140, Illinois,Chicago,Chicago Line,  John Mayall
141, Illinois,Chicago,Chicago Man, – Eddie Shaw
142, Illinois,Chicago,The Chicago March,", 1909 – composer: Henry S. Sawyer"
143, Illinois,Chicago,Chicago Melody,  Axel Zwingenberger
144, Illinois,Chicago,Chicago Meltdown,  Impakt
145, Illinois,Chicago,Chicago Mess Around,   Lovie Austin's Blues Serenaders
146, Illinois,Chicago,Chicago MonkeyMan Blues, – Rosa Henderson
147, Illinois,Chicago,Chicago Morning, – Chris Rea
148, Illinois,Chicago,Chicago North Western, – Juicy Lucy
149, Illinois,Chicago,Chicago on My Mind, – Albert Ammons
150, Illinois,Chicago,Chicago on My Mind, – Jimmy Dawkins
151, Illinois,Chicago,Chicago Party Theme,  Jesus Wayne
152, Illinois,Chicago,Chicago Post March,", 1896 – composer: Ellis Brooks"
153, Illinois,Chicago,Chicago Rhythm,  Chicago Stompers
154, Illinois,Chicago,Chicago River Blues,  Hayden Thompson
155, Illinois,Chicago,Chicago Rockets,  Bourbon Street Barons
156, Illinois,Chicago,Chicago Seemed Tired Last Night, – The Hold Steady
157, Illinois,Chicago,"Chicago, Send Her Home",  Willie Hightower
158, Illinois,Chicago,Chicago Serenade, – Eddie Harris
159, Illinois,Chicago,Chicago Sidewalk, – Arthur Adams
160, Illinois,Chicago,Chicago Slam,  KAlexi
161, Illinois,Chicago,Chicago Slide, – Victoria Spivey
162, Illinois,Chicago,Chicago Song, – David Sanborn
163, Illinois,Chicago,Chicago Stomp,  Pinetop Perkins
164, Illinois,Chicago,Chicago Stomp Down, – Duke Ellington
165, Illinois,Chicago,Chicago Stomps, – Jimmy Blythe
166, Illinois,Chicago,The Chicago Story,  Jimmy Snyder
167, Illinois,Chicago,Chicago Style,  Dave Specter
168, Illinois,Chicago,Chicago Style,  (from Road to Bali)
169, Illinois,Chicago,Chicago Surf,  Surf Teens
170, Illinois,Chicago,Chicago (That Toddlin' Town),", 1922 (originally spelled Todd'ling) – composer & lyricist: Fred Fisher; popularized  Frank Sinatra"
171, Illinois,Chicago,The Chicago Theme (Love Loop), – Hubert Laws
172, Illinois,Chicago,Chicago Tickle,  Harry Tierney
173, Illinois,Chicago,Chicago Trane Blues,  To Ben
174, Illinois,Chicago,The Chicago Tribune Centennial March,", 1947 – composer: Robert Trendler; lyricist: Jack La Frandre"
175, Illinois,Chicago,Chicago Tribune March,", 1893 – composer: W. Paris Chambers"
176, Illinois,Chicago,Chicago Twist, – Werner Baumgart
177, Illinois,Chicago,The Chicago TwoStep, – composer: J. P. Brooks
178, Illinois,Chicago,Chicago Wind, – Merle Haggard
179, Illinois,Chicago,Chicago Woman,  The Oxfords
180, Illinois,Chicago,Chicago, – ABC
181, Illinois,Chicago,Chicago, – Roy Ayers
182, Illinois,Chicago,Chicago, – Big D and the Kids Table
183, Illinois,Chicago,Chicago, – Birdpaula
184, Illinois,Chicago,Chicago, – Bis
185, Illinois,Chicago,Chicago,  Clueso
186, Illinois,Chicago,Chicago,  Colour Club
187, Illinois,Chicago,Chicago, – Kiki Dee
188, Illinois,Chicago,Chicago, – Dynastie Crisis
189, Illinois,Chicago,Chicago, – The Doobie Brothers
190, Illinois,Chicago,Chicago, – Enuff Z'nuff
191, Illinois,Chicago,Chicago, – Flipturn
192, Illinois,Chicago,Chicago, – Frédéric François
193, Illinois,Chicago,Chicago, – Gemini One
194, Illinois,Chicago,Chicago, – Hieroglyphics
195, Illinois,Chicago,Chicago, – Ingram Hill
196, Illinois,Chicago,Chicago, – Michael Jackson
197, Illinois,Chicago,Chicago, – Alexz Johnson
198, Illinois,Chicago,Chicago  – Ivan Kuchin,
199, Illinois,Chicago,Chicago,  music  Lew Pollack; lyrics  Sidney Clare
200, Illinois,Chicago,Chicago, – Luther Allison
201, Illinois,Chicago,Chicago, – Manfred Mann's Earth Band
202, Illinois,Chicago,Chicago, – The Masterbuilders
203, Illinois,Chicago,Chicago, – Mat Kearney
204, Illinois,Chicago,Chicago,  Otis Pierce
205, Illinois,Chicago,Chicago, – Ted Mulry
206, Illinois,Chicago,Chicago (We Can Change the World), – Graham Nash
207, Illinois,Chicago,Chicago, – Des O'Connor
208, Illinois,Chicago,Chicago, – Portugal. The Man
209, Illinois,Chicago,Chicago, – The Purple Hearts
210, Illinois,Chicago,Chicago, – Django Reinhardt
211, Illinois,Chicago,Chicago, – Revolutionary Ensemble
212, Illinois,Chicago,Chicago, – Lucy Wainwright Roche
213, Illinois,Chicago,Chicago, – Rodgers & Hart
214, Illinois,Chicago,Chicago, – Alexander Rosenbaum
215, Illinois,Chicago,Chicago, – Shawnna
216, Illinois,Chicago,Chicago, – Simoncino
217, Illinois,Chicago,Chicago, – Sufjan Stevens
218, Illinois,Chicago,Chicago, – The Tossers
219, Illinois,Chicago,Chicago, – The Uglysuit
220, Illinois,Chicago,Chicago, – Kate Voegele
221, Illinois,Chicago,Chicago, – Sean Watkins
222, Illinois,Chicago,Chicago, – Andre Williams
223, Illinois,Chicago,Chicago  1926,  Nanette Workman
224, Illinois,Chicago,Chicago 60616,  Kenny and the Kasuals
225, Illinois,Chicago,Chicago's Finest, – Emmure
226, Illinois,Chicago,Chicago's Gift to a 'Nation's Hero', (U.S. Grant) 1891 – composer & lyricist: W.C. Robey
227, Illinois,Chicago,Chicago's Queen, – Baron Longfellow
228, Illinois,Chicago,"Chicago, Chicago", – Lord Invader
229, Illinois,Chicago,"Chicago, Chicago",  Teddy Phillips And His Orchestra featuring Colleen Lovett
230, Illinois,Chicago,"Chicago, Damn", – Bobbi Humphrey
231, Illinois,Chicago,"Chicago, Illinois", – from Victor/Victoria
232, Illinois,Chicago,"Chicago, Mon Amour", – Made in Sweden
233, Illinois,Chicago,Chicago My Home Town, – Barry Goldberg
234, Illinois,Chicago,"Chicago, My Home Town", – composer & lyricist: Paul S. Hargrow
235, Illinois,Chicago,"Chicago, New York", – The Aislers Set
236, Illinois,Chicago,"Chicago, Now!", – The Fall
237, Illinois,Chicago,"Chicago, Prairie Gem of Illinois", – composer & lyricist: Laura Aborn
238, Illinois,Chicago,"Chicago, the City of Today", – composer: Bill Snyder; lyricist: Ann Marsters
239, Illinois,Chicago,"Chicago, the Gem on the Shore",", 1923 – composer & lyricist: J. A. Johnson"
240, Illinois,Chicago,"Chicago, the Most Beautiful City", – composer & lyricist: Frank Padula
241, Illinois,Chicago,Chicago..., – Screeching Weasel
242, Illinois,Chicago,Chicago Woman,  Sonny Turner & Sound Limited
243, Illinois,Chicago,Chicago Women,  Willie James Lyons
244, Illinois,Chicago,Chicagoland Twirl Polka, – Frankie Yankovic
245, Illinois,Chicago,Chicago x 12, – Rogue Wave
246, Illinois,Chicago,Christmas in Chicago, – Marilyn Scott
247, Illinois,Chicago,City in a Garden, – Fall Out Boy 2018
248, Illinois,Chicago,City Lights, – Lucky Boys Confusion
249, Illinois,Chicago,City of CHI, – Juice
250, Illinois,Chicago,City of Chicago," – Luka Bloom, Christy Moore"
251, Illinois,Chicago,City of Promise. 1934 Century of Progress Song, – composer: Jos. SnablAntes; lyricist (Czech text): Vasek Niederle; lyricist (English translation): Libushka Bartusek
252, Illinois,Chicago,Clark Street, – Elmer Bernstein
253, Illinois,Chicago,Clean Up Chicago,  Josef Myrow and Mack Gordon
254, Illinois,Chicago,Closer to Our Graves, – Lucky Boys Confusion
255, Illinois,Chicago,Cold and Windy Night, – The Fantastic Four
256, Illinois,Chicago,Cold Chicago, – Humming House[2]
257, Illinois,Chicago,Cold Chicago Wind,  Jack Bonus
258, Illinois,Chicago,Cold Chicago Winds,  Country Boys (featuring the Willis Brothers)
259, Illinois,Chicago,Cold Windy City of Chicago, – Boxcar Willie
260, Illinois,Chicago,Columbia Fair (Grand March), – composer: Theodore Moelling
261, Illinois,Chicago,Columbian Guards March – The Musical Hit of the World's Fair,", 1892 – composer & lyricist: T. P. Brooke"
262, Illinois,Chicago,Columbus Fair (Grand March), – composer: Geo. Schleiffarth
263, Illinois,Chicago,Come On! Feel the Illinoise! – Sufjan Stevens,
264, Illinois,Chicago,Come to Chicago, – composer: Dorothy Giffey; lyricist: James Andrichen
265, Illinois,Chicago,Coming from Chicago' – Angelo D'Onorio,
266, Illinois,Chicago,Conover March, (dedicated to the officials of the World's Columbian Exposition) 1893 – composer: Ion Arnold
267, Illinois,Chicago,Con–, – Frode Gjerstad Trio With Steve Swell
268, Illinois,Chicago,Cook County Jail, – Tom Edwards Country Four
269, Illinois,Chicago,The Corner," – Common, featuring Kanye West, from Be, 2005"
270, Illinois,Chicago,The Count On Rush Street,"  Shelly Manne Septet, 1951  composer: Bill Russo"
271, Illinois,Chicago,Crook County," – Twista, from Mobstability, 1998"
272, Illinois,Chicago,Cubs in Five, – The Mountain Goats
273, Illinois,Chicago,Daley's Gone, – Steve Goodman
274, Illinois,Chicago,Dancing in the Street,", 1964 – Martha and the Vandellas"
275, Illinois,Chicago,Dead End Street, – Lou Rawls
276, Illinois,Chicago,Dear Chicago, – Ryan Adams
277, Illinois,Chicago,Dearborn Steeet Breakdown, – Charles Avery
278, Illinois,Chicago,Dearie,  Gordon MacRae & Jo Stafford
279, Illinois,Chicago,Dennehy, – Serengeti
280, Illinois,Chicago,Don't Call On Me,  The Monkees
281, Illinois,Chicago,Down on Maxwell Street,  Micky Moody and Paul Williams (British singer)
282, Illinois,Chicago,Down On Wabash Avenue,  Josef Myrow and Mack Gordon
283, Illinois,Chicago,Dr. Chicago, – Udo Lindenberg
284, Illinois,Chicago,A Dying Cubs Fan's Last Request, – Steve Goodman
285, Illinois,Chicago,East Chicago Blues, – Sparks Brothers
286, Illinois,Chicago,East Wacker Drive, – Phil Barry
287, Illinois,Chicago,End Of Chicago,  Shock Stars
288, Illinois,Chicago,An Esthete On Clark Street, – William Russo
289, Illinois,Chicago,Everything, – Dawn Xiana Moon
290, Illinois,Chicago,The Eggplant That Ate Chicago,", 1967 – Dr. West's Medicine Show and Junk Band"
291, Illinois,Chicago,The EL, – Rhett Miller
292, Illinois,Chicago,ElANoy,  Billy Corgan 2004
293, Illinois,Chicago,The Elements: Fire,", recorded 1966, released 2011 – Brian Wilson"
294, Illinois,Chicago,Epitaph Of A Small Winner,  Archie Shepp & Chicago Beau
295, Illinois,Chicago,Everything is Big in Chicago,  Gustave Kerker and Frederic Ranken
296, Illinois,Chicago,Fair Women of Chicago Waltzes,", 1893 – composer: Theo. H. Northrup"
297, Illinois,Chicago,"Far, Far Away", – Wilco
298, Illinois,Chicago,Ferris Wheel March,", 1893 – composer: Geo. Maywood"
299, Illinois,Chicago,Ferris Wheel Waltz,", 1893 – composer: G. Valisi; lyricist: Harry C. Clyde"
300, Illinois,Chicago,First Steps,", 1993 – composer: Tommy Stinson, from Bash & Pop"
301, Illinois,Chicago,Food from Chicago, – Lord Christo
302, Illinois,Chicago,"The Forest of Love and Romance, Theme song of the Black Forest Village, A Century of Progress Chicago",", 1933 – composer: Ernie Kratzinger; lyricist: Charles Kallen"
303, Illinois,Chicago,FortySeventh and State, – Bud Freeman
304, Illinois,Chicago,From Chicago to the Sky, – Seventh Avenue
305, Illinois,Chicago,From Chicago with Love, – Harlan Howard
306, Illinois,Chicago,From London to Chicago,  Wild Bob Burgos (from Matchbox (band)) & The Dreadnoughts
307, Illinois,Chicago,Full Moon, – Common
308, Illinois,Chicago,"Funeral March in Memoriam, Carter H. Harrison, Mayor of Chicago",", 1893, composer: W. Herbert Layon"
309, Illinois,Chicago,"Funk, Chicago Style",  Dick Hyman
310, Illinois,Chicago,Get Busy, – Mr. Lee
311, Illinois,Chicago,The Girl from Chicago, – Benny Bell
312, Illinois,Chicago,Git On Up, – Fast Eddie and Sundance
313, Illinois,Chicago,Go Cubs Go, – Steve Goodman
314, Illinois,Chicago,Go Go Chicago. Wonder City Home of Mine., – composer & lyricist: Clitus M. Wickens
315, Illinois,Chicago,Go Go Gadget Flow," – Lupe Fiasco, from Lupe Fiasco's The Cool, 2007"
316, Illinois,Chicago,GO," – Ofycial & Wade White Owl, featuring Papi"
317, Illinois,Chicago,Goin' Back to Chicago, – Chet Oliver
318, Illinois,Chicago,Goin' Back to Chicago, – Smokey Hogg
319, Illinois,Chicago,Goin' to Chicago Blues,", 1939 – composer: Count Basie Orchestra, Lou Rawls"
320, Illinois,Chicago,Goin' to Chicago, – traditional; recorded  Mike Westbrook
321, Illinois,Chicago,Golden Ring, – Tammy Wynette & George Jones
322, Illinois,Chicago,Gone To Chicago,  The Pied Pipers
323, Illinois,Chicago,Goode to Guyville, – Urge Overkill
324, Illinois,Chicago,Got To Leave ChiTown,  Chicago Blues A Living History
325, Illinois,Chicago,Grand Exposition March, – composer: Louis Falk
326, Illinois,Chicago,Grand Terrace Ballroom,"  Albert Nicholas, Herb Fleming, Nelson Williams, Benny Waters, Joe Turner (jazz pianist)"
327, Illinois,Chicago,Grand Terrace Rhythm, – Bob Cros
328, Illinois,Chicago,Great Big Friendly Town Chicago, – Dora Hall
329, Illinois,Chicago,Greater Chicago March, – composer: Jacob Valentine Havener; lyricist: Agner Clark Winkler
330, Illinois,Chicago,Green Mill Garden Blues,", 1920 – composer: unknown (88 key piano roll)"
331, Illinois,Chicago,Greetings. Chicago's Official Song. 1833–Chicago–1933, – composer & lyricist: George D. Gaw; transcriber & arranger: Frank Barden
332, Illinois,Chicago,Growing Up," – Fall Out Boy, from Fall Out Boy's Evening Out with Your Girlfriend, 2003"
333, Illinois,Chicago,A Guided Tour of Chicago," – The Lawrence Arms, 1999"
334, Illinois,Chicago,Hail Chicago (March),", 1933 – composer: Stanley Kay; lyricist: A. Seaborg"
335, Illinois,Chicago,"Hail to Thee, Chicago", – composer: John E. King; lyricist: Estella A. JohnsonHunt
336, Illinois,Chicago,"Hail, Chicago, Hail",", 1949 – composer and lyricist: Lesley Kirk"
337, Illinois,Chicago,"Hail, Chicago! Official Song of the Pageant of Progress",", 1921 – composer: Bob Allen; lyricist: Ted Turnquist"
338, Illinois,Chicago,Hands Open,– Snow Patrol
339, Illinois,Chicago,Happy Summertime," – R. Kelly, featuring Snoop Dogg, from TP.3 Reloaded, 2005"
340, Illinois,Chicago,Harlem Avenue,  Red Callender
341, Illinois,Chicago,Hastings Street, – Blind Blake
342, Illinois,Chicago,The Hat He Never Ate, – composer: Ben Harney; lyricist: Howard S. Taylor
343, Illinois,Chicago,Hello Chicago FoxTrot,", 1933 – composer: Anthony Misuraca; lyricist: Joseph Argento"
344, Illinois,Chicago,Hello Chicago," – Topher Jones & Amada, featuring Ido vs. The World"
345, Illinois,Chicago,Highway 55, – The O'Kanes
346, Illinois,Chicago,Hitch Hike," – The Rolling Stones, from Out Of Our Heads, 1965; originally  Marvin Gaye"
347, Illinois,Chicago,Home, – Kanye West
348, Illinois,Chicago,Home In Chicago,  Dave Riley And Bob Corritore
349, Illinois,Chicago,Homecoming," – Kanye West, featuring Chris Martin from Graduation, 2008 (charted at #9 on UK Singles, music video features the bean sculpture in Millennium Park)"
350, Illinois,Chicago,Homesick at Spacecamp," – Fall Out Boy from Take This To Your Grave, 2003"
351, Illinois,Chicago,Hometown Chicago,  John Parricelli And Stan Sulzmann
352, Illinois,Chicago,I94,  Jules Blattner
353, Illinois,Chicago,(I've Got the) Old Chicago Blues, – Bob Gentile
354, Illinois,Chicago,I Am Proud of Chicago, – composer & lyricist: Ben Schwartzberg
355, Illinois,Chicago,I Came Home, – Rhymefest
356, Illinois,Chicago,I Dream of Chicago, – Parlours
357, Illinois,Chicago,I Got a Mind to Go to Chicago, – Jackie Payne Steve Edmonson Band
358, Illinois,Chicago,I Got the Chicago Blues, – Jim Peterik
359, Illinois,Chicago,I Left My Mind In Chicago,  Abu Talib (musician)
360, Illinois,Chicago,I Love Chicago,  Little Mike and the Tornadoes
361, Illinois,Chicago,I Love My Radio (Midnight Radio), – Taffy
362, Illinois,Chicago,I Might Need Security, – Chance The Rapper
363, Illinois,Chicago,I Murdered Them In Chicago'  from Glad To See You,
364, Illinois,Chicago,I Smell Chicago,  Catfish Hodge
365, Illinois,Chicago,I Used to Work in Chicago. I Did But I Don't Anymore,", 1944 – composers & lyricists: Larry Vincent & Sunny Skylar"
366, Illinois,Chicago,(I Want To Go To) Chicago,  R.T. & The Rockmen Unlimited
367, Illinois,Chicago,I Was Having A Hard Time In Chicago,  Mike Martin
368, Illinois,Chicago,I–94, – Jules Blattner
369, Illinois,Chicago,I'll Meet You in Chicago (at the Fair),", 1928 – composers & lyricists: Charlie Harrison & Fred Rose"
370, Illinois,Chicago,I'm a Ramblin' Man, – Waylon Jennings
371, Illinois,Chicago,I'm Dying Tomorrow, – Alkaline Trio
372, Illinois,Chicago,I'm from Chicago,", 1917 – composer: Leo Edwards; lyricist: Blanche Merrill"
373, Illinois,Chicago,I'm Going Right Back to Chicago, (Coon Song) 1906 – composer: Egbert Van Alstyne; lyricist: Harry Williams
374, Illinois,Chicago,I've Got All This Ringing in My Ears and None on My Fingers," – Fall Out Boy, from Infinity on High, 2007"
375, Illinois,Chicago,I've Got To Leave ChiTown,  Carey Bell & Lurrie Bell
376, Illinois,Chicago,In 1933 (Where Will You Be), – composer & lyricist: Art Kassel; arranger: Charles Adams
377, Illinois,Chicago,In Cairo Street: A Characteristic Fantasie for Piano,", 1893 – composer: Geo. Schleiffarth"
